"regno","Name","Latest income","Latest expenditure","Address","Postcode"
1067528,"MANCHESTER, FAILSWORTH CONGREGATION OF JEHOVAH'S WITNESSES",12903,13271,"134 Belgrave Road, MANCHESTER","M40 3SX"
1067700,"MANCHESTER, WYTHENSHAWE CONGREGATION OF JEHOVAH'S WITNESSES",15291,21650,"7 MOOR END, NORTHENDEN, MANCHESTER","M22 4JQ"
1068084,"ALLIANCE FRANCAISE DE MANCHESTER",408477,407096,"125 PORTLAND STREET, MANCHESTER","M1 4QD"
1068204,"MANCHESTER SPORT AND LEISURE TRUST",0,9271,"Manchester Regional Tennis Centre, Rowsley Street, MANCHESTER","M11 3FF"
1068567,"THE ISLAMIC ACADEMY OF MANCHESTER",98009,45090,"347-349 Stockport Road, Longsight, MANCHESTER","M13 0LF"
1069401,"M13 YOUTH PROJECT",159716,132392,"35 Portland Crescent, Longsight, Manchester","M13 0BU"
1069404,"URBAN PRESENCE",1001,528,"60 DAISY BANK ROAD, MANCHESTER","M14 5QP"
1069928,"OPEN ARMS YOUTH PROJECT",18720,4657,"LAYTONS, 22 ST. JOHN STREET, MANCHESTER","M3 4EB"
1070668,"MANCHESTER YOUNG LIVES LTD",1346784,1343652,"THE ADDY YOUNG, PEOPLE'S CENTRE, WOODHOUSE LANE, MANCHESTER","M22 9TF"
1070904,"LGBT FOUNDATION LTD",2182617,2171408,"The Lesbian & Gay Foundation, 5 Richmond Street, Manchester","M1 3HF"
1070909,"MR MOTIVATOR CHARITABLE TRUST",0,0,"34 Holly Street, MANCHESTER","M11 3BN"
1071201,"AL JAMIA AL KARIMIA (ISLAMIC EDUCATIONAL AND CULTURAL TRUST)",27740,20997,"ALJAMIA ALKARIMIA TRUST, 200 PLATT LANE, MANCHESTER","M14 7DE"
1071239,"ANWARBI TRUST",0,0,"2 BARRY LAWSON CLOSE, MANCHESTER","M8 9EY"
1071455,"WYTHENSHAWE ROYAL NAVAL ASSOCIATION BRANCH",350,1256,"4 RATHEN ROAD, MANCHESTER","M20 4GH"
1071703,"MANCHESTER AIRPORT COMMUNITY TRUST FUND",128414,119622,"MANCHESTER AIRPORT PLC, OLYMPIC HOUSE, MANCHESTER AIRPORT, MANCHESTER","M90 1QX"
1072479,"YEMIN CHARITABLE TRUST LTD",867340,1222447,"6TH FLOOR, CARDINAL HOUSE, 20 ST MARYS PARSONAGE, MANCHESTER","M3 2LG"
1073334,"AQA EDUCATION",165807716,140296120,"DEVAS STREET, MANCHESTER","M15 6EX"
1073437,"WAI YIN SOCIETY",702103,630705,"66-68 SWAN STREET, MANCHESTER","M4 5JU"
1073862,"MANCHESTER ISLAMIC EDUCATIONAL TRUST LTD",3410939,3568320,"HARTLEY HALL, ALEXANDRA ROAD SOUTH, MANCHESTER","M16 8NH"
1073915,"YESHIVAH L'ZEIRIM MANCHESTER CHARITY TRUST",179533,136729,"3 MIDDLETON RD, MANCHESTER, MIDDLETON HOUSE","M8 5DT"
1074447,"THE EDWARD ROSE CHARITABLE TRUST",14490,12222,"19 ALDWYCH AVENUE, MANCHESTER","M14 5NL"
1074481,"WILLOW PARK HOUSING TRUST LIMITED",40991000,54872000,"WILLOW PARK HOUSING TRUST, WILLOW PARK HOUSE, 8 POUNDSWICK LANE, WYTHENSHAWE, MANCHESTER","M22 9TA"
1074781,"THE CHAPLAINCY, MANCHESTER AIRPORT",126749,136446,"MANCHESTER AIRPORT PLC, OLYMPIC HOUSE, MANCHESTER AIRPORT, MANCHESTER","M90 1QX"
1075020,"MANCHESTER CARERS CENTRE",216419,199393,"MANCHESTER CARERS CENTRE, BRIDGE 5 MILL, 22a BESWICK STREET, MANCHESTER","M4 7HR"
1075147,"PAKISTANI COMMUNITY ASSOCIATION",0,0,"DEBDALE HOUSE, 2 BRIGHTON RANGE, MANCHESTER","M18 7LP"
1076906,"MELODY CHRISTIAN MINISTRIES",124,92,"27 EASTPARK CLOSE, MANCHESTER","M13 9SD"
1077513,"MOOD SWINGS NETWORK",252609,147071,"36 NEW MOUNT STREET, MANCHESTER","M4 4DE"
1077564,"MOSS SIDE MILLENNIUM POWERHOUSE LTD",239721,264260,"Moss Side Millennium Powerhouse, 140 Raby Street, MANCHESTER","M14 4SL"
1077816,"CRONFA GOFFA THOMAS GERAINT LLOYD (THOMAS GERAINT LLOYD MEMORIAL FUND)",314,97,"CENTRAL BUILDINGS, OLDHAM STREET, MANCHESTER","M1 1JQ"
1078009,"BREAKTHROUGH U.K. LTD",683270,634549,"The Kevin Hyett Suite, Abraham Moss Centre, Crescent Road, Crumpsall, Manchester","M8 5UF"
1078173,"KETUMATI BUDDHIST VIHARA TRUST",33667,19907,"Ketumati Buddhist Vihara, 21 Moor Road, MANCHESTER","M23 9BQ"
1078312,"COMMUNICATION WORKERS UNION HUMANITARIAN AID",56000,57000,"C W U, 302a Barlow Moor Road, Manchester","M21 8AY"
1078337,"WOOD STREET MISSION",826458,664084,"26 WOOD STREET, MANCHESTER","M3 3EF"
1079727,"BHA FOR EQUALITY",1412055,1471098,"Aura Business Centres, 412 STRETFORD ROAD, Old Trafford, MANCHESTER","M15 4AE"
1080156,"ANJUMAN-E-HAMIDI (MANCHESTER)",393051,975449,"NOOR MASJID, 5-9 WOODFOLD AVENUE, MANCHESTER","M19 3AP"
1080606,"MANCHESTER HISTORIC BUILDINGS TRUST",181153,180456,"11 Welton Avenue, Manchester","M20 5LA"
1080836,"CROSS STREET CHAPEL MANCHESTER",118093,124502,"Cross Street Chapel, Cross Street, , , Manchester","M2 1NL"
1080847,"THE VEGAN-ORGANIC NETWORK",44515,43896,"58 HIGH LANE, MANCHESTER","M21 9DZ"
1081467,"THE MESSAGE TRUST",5681720,5545694,"THE MESSAGE TRUST, LANCASTER HOUSE, HARPER ROAD, SHARSTON INDUSTRIAL AREA, MANCHESTER","M22 4RG"
1081649,"JAMIAT UL MUSLIMIN, MANCHESTER",548774,472649,"20 UPPER PARK ROAD, VICTORIA PARK, , , MANCHESTER","M14 5RU"
1081654,"VOLUNTARY SECTOR NORTH WEST",260252,199182,"3rd Floor Swan Buildings, 20 Swan Street, Manchester","M4 5JW"
1081697,"BRITISH SOCIETY FOR THE STUDY OF VULVAL DISEASES",8761,41168,"14 Athol Road, MANCHESTER","M16 8QN"
1081964,"ST BONAVENTURE'S CHARITY TRUST",364860,252304,"17 COPPICE DRIVE, MANCHESTER","M22 4DT"
1082054,"TRINITY HOUSE COMMUNITY RESOURCE CENTRE",238645,290490,"TRINITY HOUSE, GROVE CLOSE OFF PLATT LANE, RUSHOLME, MANCHESTER","M14 5AA"
1082107,"THE ROYAL SCOTTISH COUNTRY DANCE SOCIETY MANCHESTER BRANCH",4274,4904,"612 ROCHDALE ROAD, MANCHESTER","M9 5AS"
1082156,"DIDSBURY TOC-H YOUTH DEVELOPMENT FUND",4243,4099,"2 BAMFORD GROVE, MANCHESTER","M20 2FF"
1082375,"LUTHER KING HOUSE EDUCATIONAL TRUST",1321735,1316163,"LUTHER KING HOUSE, BRIGHTON GROVE, MANCHESTER","M14 5JP"
1082421,"JOHN THOMAS KENNEDY CHARITABLE FOUNDATION",25000,86117,"REEDHAM HOUSE, 31 KING STREET WEST, MANCHESTER","M3 2PJ"
1083008,"THE MINES ADVISORY GROUP",60872000,59765000,"Suite 3a South Central, 11 Peter Street, Manchester","M2 5QR"
1083219,"MOUNTAIN HERITAGE TRUST",67665,95800,"177-179 BURTON ROAD, MANCHESTER","M20 2BB"
1083242,"AGE CONCERN MANCHESTER",3512585,3516117,"20 St Ann's Square, Manchester","M2 7HG"
1083412,"QUAKER VOLUNTARY ACTION",20385,20067,"15 HOLLYWAY, MANCHESTER","M22 4WS"
1084588,"REDEEMED CHRISTIAN CHURCH OF GOD ('RCCG') STRONG TOWER PARISH",139317,144934,"10 Langport Avenue, Manchester","M12 4NQ"
1084593,"HALE ERUV PROJECT",10845,4025,"CARDINAL HOUSE, 20 ST MARYS PARSONAGE, MANCHESTER","M3 2LG"
1084875,"FRIENDS OF INDIAN EVANGELICAL MISSION",26088,30496,"13 Burnside Drive, Burnage, MANCHESTER","M19 2LT"
1085379,"THE LOUISE DA-COCODIA EDUCATION TRUST",35412,41307,"12 SIBSON ROAD, MANCHESTER","M21 9RH"
1085605,"INTERNATIONAL COSTELLO SYNDROME SUPPORT GROUP",5281,16986,"90 PARKFIELD ROAD NORTH, MANCHESTER","M40 3RQ"
1085618,"AL FALAH ISLAMIC SOCIAL WELFARE CENTRE TRUST",79566,35971,"79 HEYWOOD STREET, CHEETHAM HILL, MANCHESTER","M8 0TX"
1086533,"THE FRIENDS OF PLATT FIELDS",2020,2533,"The Lakeside Centre, Mabfield road, Fallowfield, Manchester","M14 6LA"
1086587,"THE MYF CHARITABLE TRUST",2323,1529,"SUITE 203, BARCLAY HOUSE, 35 WHITWORTH ST WEST, MANCHESTER","M1 5NG"
1086643,"HALE ADULT HEBREW EDUCATION TRUST",193508,190207,"CARDINAL HOUSE, 20 ST MARYS PARSONAGE, MANCHESTER","M3 2LG"
1086775,"IRISH DIASPORA FOUNDATION",129655,205001,"Irish World Heritage Centre, 1 Irish Town Way, MANCHESTER","M8 0AE"
1087178,"MANCHESTER AID TO KOSOVO",11873,12168,"1 Hartington Road, Manchester","M21 8UZ"
1087821,"BENCHILL COMMUNITY CENTRE",308224,270861,"BENCHILL COMMUNITY CENTRE, BENCHILL ROAD, MANCHESTER","M22 8EJ"
1087955,"THE MANCHESTER CATHEDRAL VISITOR CENTRE",12053,12053,"MANCHESTER CATHEDRAL, VICTORIA STREET, MANCHESTER","M3 1SX"
1088375,"WARSI TRUST UK",3600,3500,"Flat 1, Hanover House, Ladybarn Lane, Manchester","M146YL"
1088612,"MUSLIM SPORTS ASSOCIATION",14727,14380,"Emery House, 195 Fog Lane, MANCHESTER","M20 6FJ"
1088948,"SAFEWARD LIMITED",629340,1315721,"C/O LOPIAN GROSS BARNETT & CO, 6TH FLOOR, CARDINAL HOUSE, 20 ST. MARYS PARSONAGE, MANCHESTER","M3 2LG"
1088987,"THE MOOR ALLERTON PARENT TEACHER ASSOCIATION",7950,11856,"MOOR ALLERTON SCHOOL, 131 BARLOW MOOR ROAD, MANCHESTER","M20 2PW"
1089257,"THE AHMED IQBAL ULLAH EDUCATION TRUST",98121,127064,"3rd Floor, MCC Central Library, St Peters Square, Manchester","M2 5PD"
1089450,"GREATER MANCHESTER HEAD FORWARD CENTRE LTD",42530,47070,"Potter Rees Dolan Solicitors, Solicitors, 12 Commercial Street, MANCHESTER","M15 4PZ"
1089467,"MANCHESTER JEWISH COMMUNITY CENTRE",309677,303051,"JUBLIEE HOUSE, BURY OLD ROAD, SALFORD, MANCHESTER","M7 4QY"
1089485,"THE BLOXHAM CHARITABLE TRUST",83673,78492,"TIMBER WHARF, 16-22 WORSLEY STREET, MANCHESTER","M15 4LD"
1089503,"CENTRE FOR LOCAL ECONOMIC STRATEGIES LIMITED",539379,573525,"52, Oak Street, MANCHESTER","M4 5JA"
1089516,"BMC ACCESS & CONSERVATION TRUST",292356,67267,"ON BEHALF OF THE BRITISH MOUNTAINEE, 177-179 BURTON ROAD, WEST DIDSBURY, MANCHESTER","M20 2BB"
1090026,"CHRIST GLORY MINISTRIES TRUST",0,0,"63 KENYON STREET, MANCHESTER","M18 8SH"
1090042,"DIVREI SHOLOM LTD",38626,30056,"Middleton House, 3 Middleton Road, , , MANCHESTER","M8 5DT"
1090147,"THE BORN AGAIN CHRIST CHURCH",7500,5000,"21 RIVERDALE ROAD, MANCHESTER","M9 8JW"
1090320,"NORTH WEST LUNG CENTRE",479006,660323,"FAO:Lorraine Turner, ERC Block, Wythenshawe Hospital, Southmoor Road, MANCHESTER","M23 9LT"
1090437,"GREATER MANCHESTER COMMUNITY BASKETBALL AND SPORTS ASSOCIATION LIMITED",327617,427100,"Manchester Basketball Centre, Wilbraham Road, Manchester","M16 8GW"
1090745,"ICA:UK",94697,91162,"ICA:UK, Unit 14, 41 Old Birley Street, MANCHESTER","M15 5RF"
1090859,"THE MILLENNIUM QUARTER TRUST LIMITED",56080,56080,"Manchester Professional Services, Level 5, Town Hall Extension, Albert Square, Manchester","M60 2LA"
1091297,"FRIENDS OF ALMA PARK PARENT TEACHER ASSOCIATION",3645,3611,"20 Carson Road, MANCHESTER","M19 2PJ"
1091491,"THE ASSOCIATION FOR THE STUDY OF PRIMARY EDUCATION",27300,33826,"Apartment 22, 30 Princess Street, Manchester","M1 4DA"
1091595,"NORTHMOOR COMMUNITY ASSOCIATION",238798,240613,"Northmoor Community Centre, 95-97 NORTHMOOR ROAD, Longsight, MANCHESTER","M12 5RT"
1091817,"METUMOG CLUB INTERNATIONAL",0,0,"2 RYGATE WALK, MANCHESTER","M8 9DF"
1091835,"ZICHRON ATERES LEAH",18131,21282,"ENTERPRISE HOUSE, 3 MIDDLETON RD, MANCHESTER","M8 5DT"
1092015,"WITHINGTON HEDGEHOG CARE TRUST",8100,9300,"91 PARSONAGE ROAD, MANCHESTER","M20 4NU"
1092291,"MANCHESTER ALLIANCE CHURCH",240279,219870,"Manchester Alliance Church, Unit 9, The Quadrangle, Hulme Street, Manchester","M1 5GL"
1092362,"WYTHENSHAWE OASIS",1938,7026,"ST. ANDREWS MANSE, BROWNLEY ROAD, MANCHESTER","M22 0DW"
1092536,"CHINESE ALLIANCE CHURCHES UNION (UK)",311265,348764,"Manchester Alliance Church, Unit 9, The Quadrangle, Hulme Street, Manchester","M1 5GL"
1092751,"NEW MARSTON LIMITED",3762856,4877308,"ENTERPRISE HOUSE, 3 MIDDLETON RD, MANCHESTER","M8 5DT"
1093028,"CO-OPERATIVE COMMUNITY INVESTMENT FOUNDATION",5079750,3739208,"9th Floor, 1 Angel Square, Manchester","M60 0AG"
1093101,"MANCHESTER MUSLIM FUNERAL COMMITTEE",30963,21681,"4 PENRUDDOCK WALK, MANCHESTER","M13 0NL"
1093466,"MANCHESTER EDUCATION & TRAINING",11130,21972,"The Manchester College, Openshaw Campus, Ashton Old Road, MANCHESTER","M11 2WH"
1093556,"ZION ARTS CENTRE LIMITED",1069704,1205200,"FAO THE CEO, Z-ARTS, STRETFORD ROAD, MANCHESTER","M15 5ZA"
1093592,"THE MOSS SIDE AND HULME COMMUNITY DEVELOPMENT TRUST",244725,247819,"Windrush Millenium Centre, 70 Alexander Road, Moss Side, Manchester","M16 7WD"
1094063,"CHINESE HEALTH INFORMATION CENTRE",131764,149784,"6 Houldsworth Street, Manchester","M1 1EJ"
1094397,"SAMJO LIMITED",1958800,2560059,"6TH FLOOR, CARDINAL HOUSE, 20 ST MARYS PARSONAGE, MANCHESTER","M3 2LG"
1095379,"FIRST ASIAN SUPPORT TRUST (FAST) LTD",52931,71605,"FIRST ASIAN SUPPORT TRUST (FAST) LT, MAC HOUSE, 47-49 CARNARVON STREET, MANCHESTER","M3 1EZ"
1095908,"MANCHESTER ENVIRONMENTAL EDUCATION NETWORK",24641,16064,"MANCHESTER ENVIRONMENTAL EDU NET, BRIDGE 5 MILL, 22A BESWICK STREET, ANCOATS, MANCHESTER","M4 7HR"
1095961,"RAPAR (REFUGEE AND ASYLUM SEEKER PARTICIPATORY ACTION RESEARCH)",27602,33276,"6 MOUNT STREET, MANCHESTER, GREATER MANCHESTER, ADMIN@RAPAR.ORG.UK, WWW.RAPAR.ORG.UK","M2 5NS"
1096199,"THE CREDIT UNION FOUNDATION",2072891,1044650,"The Co-Operative Group (CWS) Ltd, Holyoake House, Hanover Street, MANCHESTER","M60 0AS"
1096496,"ETERNAL LIFE SANCTUARY",14875,21960,"19 RIMMER CLOSE, MANCHESTER","M11 3AD"
1097629,"THE HEATHFIELD CHURCH TRUST",25799,17630,"Heathfield Church, 6 Millwright Street, Newton Heath, Manchester","M40 2GZ"
1098501,"SHAHFORAN MOSQUE AND ISLAMIC CENTRES (TRUST)",24250,22300,"109-115 BERESFORD ROAD, MANCHESTER","M13 0TA"
1098906,"UK PAKISTAN WELFARE SOCIETY",750,630,"3 TURNBULL ROAD, LONGSIGHT, MANCHESTER","M13 0PZ"
1099847,"THE TREE OF LIFE CENTRE WYTHENSHAWE",333426,308984,"Tree of Life Centre, Greenbrow Road, MANCHESTER","M23 2UE"
1100172,"CHRIST VICTORY RADIANCE MINISTRIES",18533,20244,"134 Hemsworth Road, MANCHESTER","M18 7WP"
1100469,"QUARANTINE",300152,275165,"Suite 1B, Basil Chambers, 65 High Street, , Manchester","M4 1FS"
1100516,"ISLAMIC SOCIAL AND EDUCATIONAL TRUST",31182,20897,"ISLAMIC SOCIAL AND EDUCATION TRUST, St. Johns Road, Longsight, MANCHESTER","M13 0WU"
1100723,"PLANET -  HYDROGEN",4000,2500,"22A BESWICK STREET, MANCHESTER","M4 7HR"
1100919,"MANCHESTER FOSTER CARE ASSOCIATION",70514,48662,"Manchester Foster Care Association, Wilsons House, 4th Floor,, Wilsons Park, Monsall Road, MANCHESTER","M40 8WN"
1101006,"JANUS KULIKOWSKI VISION RESEARCH FOUNDATION",0,0,"41 PINE ROAD, MANCHESTER","M20 6UZ"
1101313,"STREET LEAGUE",6031776,5970447,"Suite 1.05, The Courtyard Royal Mills, 17 Redhill Street, MANCHESTER","M4 5BA"
1101369,"ZEDOKO VOCHESSED LTD",400086,53569,"Enterprise house, 3 Middleton Rd, , , MANCHESTER","M8 5DT"
1101623,"COOLSHADE COMMUNITY MUSICAL WORKSHOP/COOLSHADE COMMUNITY GROUP",12922,12515,"Coolshades Unit 10, Chain Bar Mill, 809 Moston Lane, Moston, Manchester","M40 5RT"
1101663,"THE SOCIETY OF MARTIAL ARTS",0,0,"60 Charles street, Manchester","M1 7DF"
1101992,"WAFA RELIEF",161213,99633,"UNIT 13 & 14, IMEX BUSINESS PARK, HAMILTON ROAD, MANCHESTER","M13 0PD"
1102039,"THE CARRWOOD CHARITABLE TRUST",3,12005,"20 ST. ANNS SQUARE, MANCHESTER","M2 7HG"
1102058,"MANCHESTER MIND",1784035,1729884,"Zion Community Resource Centre, 339 Stretford Road, Hulme, Manchester","M15 4ZY"
1102623,"THE INTERNATIONAL ANTHONY BURGESS FOUNDATION",334945,421737,"Engine House, Chorlton Mill, 3 Cambridge Street, Manchester","M1 5BY"
1102695,"THE CECIL WHITE PRIZE FUND",3938,0,"LTE Group, Openshaw Campus, Ashton Old Road, Openshaw, Manchester","M11 2WH"
1102708,"UNITY IN THE COMMUNITY",17900,17900,"55 Flat 2 Withington Road,, Moss Side, MANCHESTER","M16 7EX"
1102830,"MEDEQUIP4KIDS",433088,466869,"5th Floor, 90 Deansgate, Manchester","M3 2GP"
1103274,"CONGOLESE WOMEN'S TABITHA ASSOCIATION",0,0,"10 ELIZA STREET, HULME, , MANCHESTER","M15 5EG"
1103385,"Cube Community",1000,0,"7 MANLEY ROAD, MANCHESTER","M16 8PN"
1103525,"MANCHESTER SUDANESE TREE DEVELOPMENT COMMUNITY",38603,39474,"0161 273 3029, UNIT 18 CARIOCCA BUSINESS CENTRE, 2 HELLIDON CLOSE, ARDWICK MANCHESTER","M12 4AH"
1103535,"MANCHESTER CARERS FORUM",206591,200443,"Manchester Carers Forum, Gaddum House, 6 Great Jackson Street, MANCHESTER","M15 4AX"
1103591,"REDEEMED CHRISTIAN CHURCH OF GOD (RCCG) JUBILEE CHURCH MANCHESTER",728416,687545,"St. Peters House, Precinct Centre, Oxford Road, MANCHESTER","M13 9GH"
1104110,"SRI GURU GOBIND SINGH JI SANGAT BHATRA EDUCATIONAL AND CULTURAL CENTRE",222716,77682,"57 UPPER CHORLTON ROAD, MANCHESTER","M16 7RW"
1104275,"RE BUILD (BURY)",159167,173651,"BEGBIES TRAYNOR, 340 DEANSGATE, MANCHESTER","M3 4LY"
1104865,"ISLAMIC RESEARCH INSTITUTE",0,0,"15 BERKELEY AVENUE, MANCHESTER","M14 5DN"
1105353,"HOME-START MANCHESTER",186409,212250,"Manchester City Council, Woodville Resource Centre, Shirley Road, MANCHESTER","M8 0NE"
1105546,"BSSM BOSNIAN SUPPLEMENTARY SCHOOL OF MANCHESTER",0,0,"28 ORMSKIRK AVENUE, MANCHESTER","M20 1HF"
1105918,"OMEGA RESEARCH FOUNDATION LIMITED",368750,357502,"BRIDGE 5 MILL, 22A BESWICK STREET, MANCHESTER","M4 7HR"
1105925,"SHOLOM UMARPE LTD",50,368,"lMiddleton House, 3 Middleton Road, , , MANCHESTER","M8 5DT"
1106101,"OASIS DEVELOPMENT TRUST",2880,0,"6 LYNWOOD AVENUE, MANCHESTER","M16 8JZ"
1107845,"LIFE PLUS",30337,27807,"9 GRINTON AVENUE, MANCHESTER","M13 0QS"
1108216,"NORTHERN BAPTIST COLLEGE LIMITED",359940,381441,"Northern Baptist College, Luther King House, Rusholme, Rusholme, Manchester","M14 5JP"
1108310,"GRACE CHURCH MANCHESTER",234991,216628,"247a Wilmslow Road, Rusholme, , , Greater Manchester","M14 5LW"
1108731,"CONSERVATOIRES UK",70265,72289,"ROYAL NORTHERN COLLEGE OF MUSIC, 124 OXFORD ROAD, MANCHESTER","M13 9RD"
1109058,"MOTHER OF PEACE COMMUNITY",12833,28516,"MOPC UK, City Address, 83 Ducie Street, Manchester","M12JQ"
1109474,"THE RAJAN CHARITABLE TRUST",0,0,"Wispering Smith Ltd, Rajan House, 61 Great Ducie Street, MANCHESTER","M3 1RR"
1109649,"UK FRIENDS OF YAD YISROEL INCORPORATING SPONSOR A MEAL FOUNDATION",72030,123554,"42 PARK ROAD, MANCHESTER","M8 4HU"
1109701,"RIF CHARITABLE TRUST",25,1560,"FREEDMAN FRANKL & TAYLOR, REEDHAM HOUSE, 31 KING STREET WEST, MANCHESTER","M3 2PJ"
1109763,"CHILDREN OF THE FOREST",23166,18153,"4 Walsh Avenue, Blackley, Manchester","M9 8DL"
1109839,"PREVENT BREAST CANCER LIMITED",754737,848759,"THE NIGHTINGALE CENTRE, WYTHENSHAWE HOSPITAL, SOUTHMOOR ROAD, MANCHESTER","M23 9LT"
1109927,"TSABAOTH FREEDOM CENTRE",18524,17961,"14 PEEL GROVE, MANCHESTER","M12 4WE"
1109990,"MANCHESTER REFUGEE SUPPORT NETWORK",115469,70314,"Manchester Refugee Support Network, 129 Princess Road, MANCHESTER","M14 4RB"
1110104,"BRITISH MUSLIM HERITAGE CENTRE",615623,598155,"COLLEGE ROAD, WHALLEY RANGE, MANCHESTER","M16 8BP"
1110344,"THE BOAZ TRUST",459637,488555,"The Boaz Trust, Kath Locke Centre, 123 Moss Lane East, Manchester","M15 5DD"
1110373,"THE MANCHESTER DEAF CENTRE LIMITED",442290,465391,"Crawford House, Booth Street East, , Manchester, Lancashire","M13 9GH"
1110781,"REDEEMED CHURH OF GOD (RCCG) THE PATHFINDER PARISH",105015,125557,"4 WATERMANS CLOSE, MANCHESTER","M9 4QD"
1110783,"OASIS MANCHESTER",27670,16635,"THE LEXICON, MOUNT STREET, MANCHESTER","M2 5FA"
1110785,"CREATIVE COOPERATION",0,0,"CREATIVE CO-OPERATION, 232 CLAREMONT ROAD, MANCHESTER","M14 4TS"
1110840,"SOLIDARITY CATALYST LIMITED",444,485,"Flat 56, Hopton Court, Booth Street West, Manchester","M15 6EP"
1110880,"HIDEAWAY YOUTH PROJECT LIMITED",155134,174431,"Alton Towers, 180-182 Withington Road, Whalley Range, Manchester","M16 8WA"
1110963,"ST PETERS HOLY APOSTOLIC CHURCH",5249,4897,"14 GORSEY ROAD, MANCHESTER","M22 9JN"
1111058,"ST LUKE'S CENTRE",378266,379506,"ST. LUKES CENTRE, DANESFIELD, WHALLEY ROAD, MANCHESTER","M16 8BT"
1111122,"THE CELESTIAL CHURCH OF CHRIST SALVATION ARK PARISH",25742,46499,"12 GREENGAGE, MANCHESTER","M13 9GA"
1111988,"CARE LEAVERS ASSOCIATION",136280,222036,"Beehive Mill, Jersey Street, Manchester","M4 6JG"
1111993,"DESTINY CHRISTIAN CENTRE",6896,8300,"2 RYGATE WALK, MANCHESTER","M8 9DF"
1111994,"CAMBERWELL PARK SCHOOL PTA",7793,7815,"CAMBERWELL PARK SCHOOL, BROOKSIDE ROAD, MANCHESTER","M40 9GN"
1112104,"TRANSACTION THEATRE COMPANY LTD",0,152,"3 WILTON ROAD, CHORLTON CUM HARDY, MANCHESTER","M21 9GS"
1112504,"YOUNG PEOPLE'S SUPPORT FOUNDATION LIMITED",940954,897510,"THE COPPER ROOM, 52 OLDHAM STREET, MANCHESTER","M4 1LE"
1112537,"BUDDIES OF THE BIRCHES SCHOOL",200,105,"THE BIRCHES SCHOOL, NEWHOLME ROAD, MANCHESTER","M20 2XZ"
1112577,"BMC LAND AND PROPERTY TRUST",79982,2982,"177-179 BURTON ROAD, WEST DIDSBURY, MANCHESTER","M20 2BB"
1112677,"AL-RAHMAN CHARITABLE TRUST",8500,8000,"CHESHIRE HOMES GROUP, VICTORIA HOUSE, 37 ANSON ROAD, MANCHESTER, UK","M14 5DA"
1112736,"SUMMIT EDUCATION SOCIETY LTD",378989,380400,"116 Hyde Road, Ardwick, MANCHESTER","M12 5AR"
1112770,"IHSAAN INTERNATIONAL LIMITED",0,0,"C/O 11 Brentwood Street, MANCHESTER","M16 7NF"
1112793,"NIGHTLINE ASSOCIATION",35264,65000,"c/o Advice Service, Student Union, University of Manchester, Steve Biko Building, Oxford Road, MANCHESTER","M13 9PR"
1112887,"CHESTER AND NANTWICH ADVANCED DRIVERS",8830,1974,"15 Fenchurch Avenue, MANCHESTER","M402RH"
1112921,"NAWAB BIBI WELFARE TRUST",27180,13750,"7 Raja Close, Crumpsall, Manchester","M8 0GB"
1112990,"WYTHENSHAWE COMMUNITY INITIATIVE LIMITED",77736,88426,"7 STONEACRE ROAD, MANCHESTER","M22 1BP"
1113043,"POOL ARTS",33054,32018,"GROUND FLOOR FRONT UNIT, 18-20, Grosvenor Street, Manchester","M1 7JJ"
1113128,"ISHADA CHARITABLE TRUST",1000,20028,"38 PARK ROAD, MANCHESTER","M8 4HU"
1113185,"ROBERT ARMITAGE CHARITABLE TRUST",79185,10642,"The Union, Manchester Metropolitan University, 21 Higher Cambridge Street, Manchester","M15 6AD"
1113201,"GREATER MANCHESTER ASBESTOS VICTIMS SUPPORT GROUP",139388,106951,"WINDRUSH MILLENNIUM CENTRE, 70 ALEXANDRA ROAD, MANCHESTER","M16 7WD"
1113542,"STREETGAMES UK",5688818,5568768,"Woolwich House, 61 Mosley Street, , MANCHESTER","M2 3HZ"
1113788,"ENGVINA",100,0,"TRAFALGAR HOUSE, SLACK ROAD, MANCHESTER","M9 8AW"
1113902,"MANCHESTER INTERNATIONAL FESTIVAL",6815778,4481074,"Manchester International Festival, Blackfriars House, Parsonage, Manchester","M3 2JA"
1114010,"VOLUNTARY YOUTH MANCHESTER",1000,4424,"Joyce Layland Centre, 49-51 Sidney Street, MANCHESTER","M1 7HB"
1114121,"MANCHESTER CHINESE CENTRE",169913,153693,"67 ARDWICK GREEN NORTH, ARDWICK, MANCHESTER","M12 6FX"
1114528,"SIGHT FOR LIFE TRUST",332701,260186,"SIGHT FOR LIFE TRUST, 81 NEWTON STREET, MANCHESTER","M1 1EX"
1114546,"MANCHESTER CITY CHAPEL",112261,146099,"Authentic City Church, Crowcroft Road, Longsight, Manchester","M12 4QD"
1114725,"HOPE DIRECT",9850,9550,"10 Elsmore Road, MANCHESTER","M14 7FP"
1115053,"IRAQI EDUCATIONAL TRUST",29869,34348,"ZAHEER & CO, 63 KINGSWAY, MANCHESTER","M19 2LL"
1115232,"THE STREAM CHARITABLE TRUST",7708,6649,"22 ASH TREE ROAD, MANCHESTER","M8 5AT"
1115250,"KHUSHNOODI -E- FATEMA ZEHRA (SA)",5980,5963,"46 BRANTINGHAM ROAD, WHALLEY RANGE, MANCHESTER","M16 8PP"
